p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.21356866959511e-99	0.561133668951768	0.998	0.97	1.66428807348274e-95	0	RPS23
4.58936632511133e-99	0.938259758083816	0.921	0.756	6.29385697825767e-95	0	NPM1
1.32006422840302e-98	0.562364838158381	0.997	0.976	1.8103360828319e-94	0	RPS16
6.03570869518662e-94	0.982481805648455	0.937	0.881	8.27737090457894e-90	0	JUNB
6.14364224079827e-94	0.603057523264201	1	0.999	8.42539096903075e-90	0	MALAT1
7.51164265963248e-94	1.12681515325744	0.872	0.629	1.030146674342e-89	0	TMEM66
7.12085015917155e-90	0.577383615495437	0.995	0.98	9.76553390828787e-86	0	RPL10A
9.70222912176256e-89	0.420426664861007	0.999	0.991	1.33056370175852e-84	0	RPL19
5.51084121887665e-84	0.719017465471846	0.959	0.865	7.55756764756744e-80	0	RPL36A
1.42396602834952e-81	2.70213740682277	0.361	0.063	1.95282701127853e-77	0	CCR7
8.43636012004706e-80	3.18428534780706	0.316	0.043	1.15696242686325e-75	0	LEF1
7.8923536155754e-78	1.75859651260604	0.415	0.097	1.08235737484001e-73	0	CD27
9.84292304725739e-77	0.371661762214823	1	0.994	1.34985846670088e-72	0	RPS2
4.6737031446863e-76	0.535717761531444	0.997	0.973	6.40951649262279e-72	0	RPL18
1.38453202664352e-75	0.562383661022974	0.98	0.948	1.89874722133892e-71	0	RPL17
3.49326202101201e-75	4.03851323213817	0.268	0.025	4.79065953561587e-71	0	MAL
5.43852847160371e-75	1.65644807577471	0.512	0.161	7.45839794595733e-71	0	CD2
6.68283681052036e-75	3.11101640777187	0.314	0.047	9.16484240194762e-71	0	AQP3
4.40006040945531e-74	0.417125895540848	0.998	0.986	6.03424284552701e-70	0	RPS15
3.12509571630282e-73	0.577446566075321	0.988	0.948	4.28575626533769e-69	0	RPL4
6.048387756594e-73	0.504814897803977	0.994	0.966	8.29475896939301e-69	0	RPS5
2.02894605671602e-70	2.81135850580376	0.313	0.052	2.78249662218035e-66	0	PRKCQ-AS1
7.16854719232958e-69	2.03423044672722	0.416	0.118	9.83094561956079e-65	0	PIK3IP1
9.16350134660415e-69	0.612554241985522	0.971	0.869	1.25668257467329e-64	0	RPS26
3.30333460246054e-68	0.387122677250638	0.999	0.995	4.53019307381439e-64	0	RPLP1
3.6508705128386e-68	0.476987789606919	0.997	0.979	5.00680382130685e-64	0	RPS8
4.13287794473676e-68	2.44063551453722	0.317	0.056	5.66782881341199e-64	0	TRAT1
5.23495169157335e-66	0.657035683710837	0.944	0.801	7.1792127498237e-62	0	RPS21
9.42945258757694e-66	0.563271813925117	0.982	0.96	1.2931551278603e-61	0	RPL7
1.37753310694711e-65	1.18318238140612	0.677	0.344	1.88914890286727e-61	0	AES
2.11627184968184e-60	0.469234274064934	0.991	0.956	2.90225521465367e-56	0	RPL35
3.30815704543301e-60	0.593602011008045	0.947	0.84	4.53680657210683e-56	0	EEF1B2
2.27097136111066e-59	1.65988059357516	0.37	0.096	3.11441012462716e-55	0	CD3G
2.99453998466628e-59	1.30386495452782	0.539	0.216	4.10671213497133e-55	0	LCK
2.47635901483081e-58	0.601877525788491	0.951	0.846	3.39607875293897e-54	0	RPL38
3.45508123323953e-58	0.464705288167751	0.981	0.931	4.73829840326469e-54	0	RPL24
3.60414398937125e-58	0.985960204583546	0.553	0.217	4.94272306702373e-54	0	CD7
5.67522343188629e-58	0.716109099557915	0.902	0.739	7.78300141448886e-54	0	RPL22
9.02322899953731e-58	0.783424256001624	0.845	0.647	1.23744562499655e-53	0	RPSAP58
5.6342704376587e-57	0.673274157137039	0.942	0.832	7.72683847820514e-53	0	BTG1
3.06257447872281e-56	1.98638859498559	0.373	0.12	4.20001464012046e-52	0	TCF7
3.44827534282528e-55	0.616838485300479	0.914	0.768	4.72896480515059e-51	0	GLTSCR2
1.46171893327195e-54	1.71909642235569	0.372	0.115	2.00460134508915e-50	0	RGCC
4.36247797722898e-53	0.817314394169269	0.772	0.536	5.98270229797183e-49	0	HINT1
1.34660407468168e-52	2.21612968807468	0.297	0.072	1.84673282801845e-48	0	FLT3LG
2.42807718183225e-51	0.29591431832436	0.999	0.99	3.32986504716475e-47	0	RPL18A
3.15587094416911e-51	0.430901033017509	0.979	0.941	4.32796141283352e-47	0	RPL27
1.27936473376878e-50	0.352414305975882	0.998	0.99	1.7545207958905e-46	0	RPS19
1.71444830717219e-50	0.744140699405271	0.683	0.424	2.35119440845594e-46	0	GIMAP7
7.35132695301513e-50	1.38716057449819	0.437	0.172	1.0081609783365e-45	0	PRDX2
5.49536264476037e-49	1.33202105060561	0.429	0.17	7.53634033102437e-45	0	GIMAP5
1.73551798576053e-48	0.431895092815559	0.985	0.932	2.38008936567198e-44	0	RPL37A
2.53951744938205e-48	0.37748174378609	0.997	0.983	3.48269423008255e-44	0	RPS7
1.93062236187591e-47	0.462859975322211	0.986	0.929	2.64765550707662e-43	0	RPL37
3.27593159814582e-47	0.397144872515085	0.99	0.968	4.49261259369717e-43	0	RPL7A
3.33168004428239e-46	0.330527465776002	0.997	0.991	4.56906601272887e-42	0	RPL6
3.47475604909225e-45	0.922958946986909	0.673	0.419	4.76528044572511e-41	0	EVL
2.32787110923038e-44	1.0030177877775	0.566	0.315	3.19244243919855e-40	0	TMEM123
1.52217072819393e-43	1.63191799983949	0.389	0.155	2.08750493664515e-39	0	LEPROTL1
6.00823298236909e-43	0.529350282534635	0.939	0.846	8.23969071202097e-39	0	RPS4Y1
1.08486591458571e-42	0.717966088780216	0.822	0.678	1.48778511526284e-38	0	JUN
2.10753863313167e-42	0.671177331980155	0.932	0.891	2.89027848147677e-38	0	RPL34
1.48258105690597e-41	1.45547514257199	0.345	0.118	2.03321166144085e-37	0	LAT
5.88984346330737e-41	0.829708970223815	0.768	0.558	8.07733132557972e-37	0	ZFP36L2
2.06123498132267e-40	1.51963876190761	0.33	0.111	2.82677765338592e-36	0	SPOCK2
2.13416339103213e-40	0.280950938569509	1	0.991	2.92679167446147e-36	0	RPL28
9.01782630237874e-40	0.274395726535046	1	0.986	1.23670469910822e-35	0	RPL12
4.56641014605237e-37	0.289275216306396	0.997	0.995	6.26237487429622e-33	0	RPL15
9.57636510657124e-37	0.665391323750762	0.791	0.581	1.31330271071518e-32	0	HSPA8
2.50439701345774e-36	1.40637968827282	0.412	0.195	3.43453006425594e-32	0	DNAJB1
5.44149473687645e-35	0.589516210792633	0.859	0.714	7.46246588215236e-31	0	TOMM7
1.61949546333704e-34	1.25415236347781	0.369	0.153	2.22097607842042e-30	0	RHOH
5.09514787788041e-34	1.34469960831096	0.342	0.133	6.9874857997252e-30	0	OCIAD2
1.0160103654528e-33	1.09036408878196	0.431	0.199	1.39335661518198e-29	0	ACAP1
1.33550042045881e-33	1.24481595906021	0.422	0.204	1.83150527661722e-29	0	C12orf57
1.01901203461243e-31	0.834624362517004	0.482	0.279	1.39747310426749e-27	0	FYB
3.69559733391672e-31	0.906623655604245	0.596	0.39	5.06814218373339e-27	0	TRAF3IP3
5.99635384407316e-31	0.856410030400771	0.657	0.455	8.22339966176193e-27	0	C6orf48
7.21457090487791e-31	0.911441734708354	0.499	0.286	9.89406253894957e-27	0	PEBP1
3.79036837825723e-30	0.612898298972605	0.748	0.553	5.19811119394196e-26	0	EIF4A2
5.27283212507119e-30	0.372605661786793	0.965	0.9	7.23116197632264e-26	0	HNRNPA1
7.00810099248883e-30	0.256182230963403	0.997	0.988	9.61090970109918e-26	0	RPL26
9.13335678000853e-28	0.846863341698038	0.479	0.265	1.25254854881037e-23	0	CD69
1.13801954593811e-27	0.7774689313629	0.62	0.425	1.56068000529952e-23	0	SOD1
1.49580782086423e-27	1.08437914885273	0.382	0.191	2.0513508455332e-23	0	ARHGAP15
1.88540818405173e-26	0.282347119140801	0.936	0.824	2.58564878360854e-22	0	MYL12A
2.90387190506703e-26	0.611427291363242	0.597	0.379	3.98236993060893e-22	0	IFITM1
5.36677787048145e-26	1.11283690708642	0.427	0.242	7.35999917157826e-22	0	NDFIP1
7.38066784413965e-24	0.454998616062711	0.882	0.759	1.01218478814531e-19	0	DDX5
2.2215096571302e-23	1.31724573853309	0.342	0.179	3.04657834378835e-19	0	SLC2A3
9.50108810696063e-23	0.988682572425428	0.388	0.215	1.30297922298858e-18	0	GYPC
1.72474918528845e-22	1.48971029096172	0.254	0.112	2.36532103270458e-18	0	SOCS3
2.65216160300349e-22	0.579419274644322	0.518	0.334	3.63717442235898e-18	0	RGS10
6.29866307871472e-22	1.15158575752834	0.27	0.123	8.63798654614936e-18	0	PSIP1
9.15482745854387e-22	0.396310487162163	0.707	0.515	1.25549303766471e-17	0	CXCR4
1.19928515571668e-20	0.887845818998328	0.407	0.242	1.64469966254986e-16	0	PPA1
4.89416588192045e-20	0.835949823332291	0.452	0.289	6.71185909046571e-16	0	BTG2
5.26429366522299e-20	0.863331687262642	0.549	0.387	7.21945233248681e-16	0	GIMAP4
5.61782683760788e-19	0.494791742476954	0.576	0.388	7.70428772509545e-15	0	RARRES3
7.24833868823769e-19	1.01163481404732	0.347	0.191	9.94037167704917e-15	0	MZT2A
1.13776565728615e-18	0.578661969441684	0.65	0.503	1.56033182240222e-14	0	SNRPD2
2.14235920909243e-18	0.308669197002851	0.948	0.897	2.93803141934935e-14	0	FOS
6.53919327183063e-18	0.536070111325434	0.676	0.542	8.96784965298853e-14	0	COMMD6
1.77071599458423e-17	0.418419236148583	0.545	0.355	2.42835991497281e-13	0	IL2RG
5.89273435481881e-17	0.782237446224419	0.332	0.184	8.08129589419852e-13	0	BIN1
6.01991248829696e-17	0.347284001532045	0.559	0.403	8.25570798645045e-13	0	SELL
1.76791076835911e-16	0.946189415809997	0.31	0.17	2.42451282772768e-12	0	SEPT1
1.85295972752967e-16	0.425898304536526	0.767	0.642	2.54114897033419e-12	0	COX7C
9.69932229210187e-16	0.390919829425018	0.898	0.83	1.33016505913885e-11	0	PABPC1
1.19345658513785e-15	0.288066670391843	0.792	0.687	1.63670636085805e-11	0	SRSF5
4.5411233468277e-15	0.69651374149759	0.455	0.313	6.22769655783951e-11	0	MZT2B
5.9181355687386e-15	0.484668102923243	0.808	0.677	8.11613111896811e-11	0	FXYD5
9.40351360504999e-15	0.805133260073182	0.254	0.13	1.28959785579656e-10	0	PIM1
1.37264896806812e-14	0.735494154996572	0.481	0.34	1.88245079480862e-10	0	ST13
2.23111164482867e-14	0.651720806823475	0.369	0.23	3.05974650971804e-10	0	ANKRD12
4.88232258380116e-14	0.842020792171255	0.33	0.196	6.69561719142491e-10	0	TNFAIP8
7.40904551831418e-14	0.684493907959997	0.273	0.153	1.01607650238161e-09	0	SBDS
6.10608461523516e-13	0.78115815361714	0.396	0.271	8.3738844413335e-09	0	CCDC109B
2.14637407668667e-12	0.681117876014914	0.442	0.322	2.9435374087681e-08	0	EIF3E
2.95586126774773e-12	0.442178463889898	0.609	0.488	4.05366814258924e-08	0	RPL41
7.53203337091258e-12	0.592441500823383	0.292	0.172	1.03294305648695e-07	0	TSTD1
1.16582442759237e-11	0.832820656611247	0.306	0.192	1.59881162000017e-07	0	PPP2R5C
1.17427270549866e-11	0.780507177594255	0.252	0.146	1.61039758832086e-07	0	ADD3
1.81481604394357e-11	0.673675193454779	0.272	0.16	2.48883872266422e-07	0	TECR
2.22747359138292e-11	0.617586659385099	0.296	0.182	3.05475728322254e-07	0	CDC42SE2
3.19174188302424e-11	0.567197194596832	0.519	0.395	4.37715481837945e-07	0	COX6C
3.20860519107747e-11	0.443242351051019	0.622	0.497	4.40028115904364e-07	0	GSTK1
9.907182355516e-11	0.360806039446754	0.801	0.715	1.35867098823546e-06	0	TSC22D3
1.10747151515099e-10	0.329037681005496	0.804	0.716	1.51878643587806e-06	0	RPL36AL
2.87903467978778e-10	0.39026957179111	0.446	0.321	3.94830815986097e-06	0	CMPK1
3.38387672979317e-10	0.375185003142933	0.604	0.471	4.64064854723836e-06	0	HMGN1
3.68514271401153e-10	0.471724283161488	0.405	0.291	5.05380471799542e-06	0	CYTIP
4.74175815373538e-10	0.289851587386458	0.342	0.234	6.5028471320327e-06	0	PPP1R2
9.18843801489358e-10	0.293931791664081	0.751	0.633	1.26010238936251e-05	0	NBEAL1
1.29670288068537e-09	0.366184624498722	0.39	0.26	1.77829833057192e-05	0	STK17A
1.49158495790623e-09	0.567507891973226	0.499	0.384	2.04555961127261e-05	0	CUTA
4.62817947672751e-09	0.269378774675305	0.521	0.403	6.34708533438411e-05	0	VAMP2
1.14588410032647e-08	0.662594755794756	0.31	0.214	0.000157146545518772	0	RWDD1
1.16675555985592e-08	0.615769105260777	0.298	0.203	0.00016000885747864	0	EEF1G
2.20860538979376e-08	0.34782479880041	0.734	0.623	0.000302888143156316	0	TMA7
3.7041784843699e-08	0.26717963523528	0.652	0.518	0.000507991037346488	0	NAP1L1
4.05574002763275e-08	0.50829292823522	0.323	0.229	0.000556204187389556	0	TOMM20
4.68654334438561e-08	0.606708007141517	0.395	0.301	0.000642712554249042	0	PLP2
4.91567970776899e-08	0.491851442654427	0.465	0.364	0.000674136315123439	0	UXT
7.18507453370242e-08	0.6930277841085	0.307	0.216	0.00098536112155195	0	PCNP
7.60093757373216e-08	0.463497109151504	0.313	0.216	0.00104239257886163	0	DUSP2
8.22801903890536e-08	0.429545243573991	0.455	0.352	0.00112839053099548	0	NDUFS5
3.33641773133943e-07	0.533702141798663	0.273	0.193	0.0045755632767589	0	CITED2
3.82671042231564e-07	0.342096948225276	0.522	0.423	0.00524795067316367	0	SKP1
5.74955946852499e-07	0.530844369777906	0.256	0.174	0.00788494585513518	0	HSPE1
6.52001186541484e-07	0.436462391658058	0.378	0.287	0.00894154427222991	0	RSL1D1
6.60976297962808e-07	0.379618338868852	0.465	0.375	0.00906462895026195	0	MIF
6.9391764808762e-07	0.419195643011846	0.343	0.254	0.00951638662587363	0	C9orf78
7.02105594736433e-07	0.619420903367104	0.281	0.198	0.00962867612621544	0	DDX24
8.92495585622121e-07	0.664332885915134	0.296	0.214	0.0122396844612218	0	SNHG8
1.45121955020354e-06	0.451184825140136	0.323	0.243	0.0199020249114913	0	FUS
2.3736669198878e-06	0.369015860970386	0.538	0.443	0.0325524681393414	0	SRSF7
2.93478168533266e-06	0.419321394117298	0.385	0.301	0.0402475960326521	0	SEPT9
3.5022042514897e-06	0.642094262994592	0.314	0.243	0.0480292291049297	0	RPL39
4.75661352756244e-06	0.340097855741678	0.473	0.379	0.0652321979169913	0	UBE2D2
4.78975571886825e-06	0.696286148599235	0.376	0.296	0.0656867099285592	0	SRP9
4.85080371541178e-06	0.642077187725013	0.265	0.188	0.0665239221531572	0	DDIT4
5.44435877056691e-06	0.425646078056381	0.36	0.278	0.0746639361795546	0	SON
6.19631066136994e-06	0.543240007468055	0.309	0.231	0.0849762044100273	0	CCNL1
7.73333328366549e-06	0.482531049238575	0.279	0.207	0.106054932652189	0	EIF4B
1.01245919529795e-05	0.358674217274947	0.504	0.414	0.138848654043161	0	HNRNPA0
1.03938139438506e-05	0.351350146336795	0.324	0.246	0.142540764425967	0	C19orf60
1.12024852267808e-05	0.436597667836669	0.348	0.273	0.153630882400072	0	SF1
1.5042040328426e-05	0.318685546532961	0.348	0.264	0.206286541064034	0	TBC1D10C
1.86491767621877e-05	0.349345267953397	0.366	0.292	0.255754810116642	0	GIMAP1
3.10636113248433e-05	0.455477488892387	0.276	0.209	0.426006365708902	0	ARHGEF1
6.17817723959283e-05	0.268088261335812	0.466	0.37	0.847275226637761	0	CCND3
6.94350695658275e-05	0.592635262369526	0.262	0.197	0.952232544025758	0	MRPS21
7.22443778459239e-05	0.267188453560757	0.42	0.335	0.990759397779	0	PNISR
7.34275706566057e-05	0.262840588035907	0.676	0.594	1	0	CCNI
8.80194745161798e-05	0.267356672249695	0.481	0.409	1	0	ANP32B
9.45644921631833e-05	0.303357023930023	0.522	0.454	1	0	RAN
0.000126290886876039	0.351846327389747	0.569	0.493	1	0	NDUFA4
0.000208136043734491	0.426578107889627	0.316	0.254	1	0	ABRACL
0.000275016166518867	0.330688398257319	0.26	0.199	1	0	HMHA1
0.000282398101680711	0.269984814741791	0.407	0.337	1	0	DAD1
0.000287214948175484	0.724100269490288	0.258	0.198	1	0	NSA2
0.000341230635453883	0.256111781032442	0.612	0.554	1	0	APRT
0.000444167993237121	0.484137779674168	0.348	0.283	1	0	RBMX
0.000511571945443345	0.25441869954669	0.402	0.339	1	0	YWHAZ
0.000525858022980874	0.4401619581813	0.287	0.227	1	0	SEPW1
0.000872154070369749	0.472193178853164	0.272	0.222	1	0	KHDRBS1
0.00103416769427094	0.250979363905963	0.733	0.651	1	0	CNBP
0.00116975958906638	0.425979472412687	0.26	0.212	1	0	IK
0.00117068692036927	0.526148842618402	0.27	0.215	1	0	TMEM14B
0.00138949221889946	0.320008631535858	0.32	0.264	1	0	PSMC5
0.00147808823424533	0.254387737462297	0.418	0.352	1	0	HNRNPF
0.00159586143228124	0.519179633600888	0.491	0.427	1	0	ARL6IP5
0.00177096918530782	0.28916093081852	0.379	0.322	1	0	CNN2
0.00386314966531106	0.433243077770988	0.417	0.36	1	0	SMDT1
0.00440451294461423	0.29086437182834	0.258	0.214	1	0	SSB
0.00592963877020024	0.399470290381668	0.305	0.254	1	0	FBL
0.00796811677480531	0.273448469537288	0.382	0.337	1	0	ATP5H
0.00816749902569265	0.27594004510015	0.25	0.208	1	0	SIGIRR
0	6.64505608845263	0.975	0.121	0	1	S100A8
0	5.651790479768	0.909	0.059	0	1	LGALS2
0	4.06178234726513	0.952	0.15	0	1	FCN1
0	6.18144673331318	0.996	0.215	0	1	S100A9
1.03495244101648e-295	5.98417657388839	0.667	0.027	1.41933377761e-291	1	CD14
1.0052190895312e-284	3.27199969585116	0.994	0.265	1.37855745938308e-280	1	TYROBP
1.65951876025223e-278	5.34534971742333	0.686	0.041	2.2758640278099e-274	1	MS4A6A
2.07820498066081e-269	3.20363062442605	0.992	0.266	2.85005031047824e-265	1	CST3
3.89129891956654e-268	4.74235792649738	1	0.516	5.33652733829356e-264	1	LYZ
8.82235574830444e-241	3.12966745209759	0.919	0.222	1.20989786732247e-236	1	TYMP
9.73925769506141e-233	3.15634919894787	0.786	0.106	1.33564180030072e-228	1	CFD
1.50546401383709e-229	2.25061646878148	0.958	0.223	2.06459334857619e-225	1	LST1
2.36852481706531e-229	2.79457055922374	0.979	0.365	3.24819493412337e-225	1	LGALS1
1.15351576460531e-227	2.51902749154392	0.958	0.244	1.58193151957972e-223	1	AIF1
1.20186200746214e-217	2.90499105726627	0.944	0.352	1.64823355703359e-213	1	GSTP1
1.87949467032721e-217	3.63228470463172	0.759	0.127	2.57753899088674e-213	1	GRN
1.15136989577697e-216	2.60766533495197	0.923	0.312	1.57898867506854e-212	1	GPX1
2.11746984598152e-214	2.62451319598768	1	0.987	2.90389814677906e-210	1	FTL
2.14446207116407e-206	2.11955558153308	0.996	0.735	2.94091528439441e-202	1	S100A6
2.11105398581151e-200	2.21656223831107	1	0.987	2.89509943614191e-196	1	FTH1
1.82023318589455e-194	2.03121597458017	0.94	0.229	2.49626779113578e-190	1	FCER1G
8.86298742396881e-185	2.35256115717033	0.944	0.429	1.21547009532308e-180	1	CTSS
1.82736002637484e-180	2.92014930437	0.709	0.114	2.50604154017046e-176	1	CD68
2.69631983466002e-179	3.26965575240882	0.692	0.121	3.69773302125276e-175	1	CEBPD
1.23732968512577e-177	1.69579303425167	1	0.771	1.69687393018148e-173	1	S100A4
3.25918395993117e-173	3.11013917996831	0.715	0.142	4.46964488264961e-169	1	LGALS3
1.51637999584409e-172	2.5157793067364	0.879	0.315	2.07956352630058e-168	1	NPC2
2.83230066658763e-172	2.98521278153695	0.765	0.194	3.88421713415828e-168	1	AP1S2
2.0191570641959e-170	1.47549275647623	0.996	0.893	2.76907199783825e-166	1	OAZ1
1.73200868090269e-167	3.94893142120716	0.543	0.058	2.37527670498995e-163	1	CDA
1.88510648686425e-167	2.15036734994665	0.923	0.417	2.58523503608563e-163	1	PSAP
4.22873877280671e-167	2.06213079665656	0.95	0.432	5.79929235302712e-163	1	S100A11
5.36923049556574e-163	2.04012210047232	0.967	0.507	7.36336270161886e-159	1	SAT1
1.36513602109217e-161	3.61308635595636	0.588	0.084	1.8721475393258e-157	1	NCF2
1.77416180028343e-161	2.97792082799547	0.647	0.11	2.4330854929087e-157	1	CFP
2.66151064184804e-158	4.41138111519662	0.464	0.038	3.6499956942304e-154	1	CSF3R
3.62721167496719e-156	1.78126380048263	0.973	0.553	4.97435809105e-152	1	COTL1
1.15809948460205e-155	3.64667575556781	0.551	0.075	1.58821763318325e-151	1	BLVRB
5.49651632492688e-155	2.50038529064361	0.711	0.143	7.53792248800472e-151	1	SERPINA1
1.5218947486486e-150	5.68257639011747	0.37	0.015	2.08712645829669e-146	1	ASGR1
1.0958955413135e-149	3.6945311328959	0.514	0.062	1.50291114535733e-145	1	NUP214
3.28727066550515e-147	2.12431766303886	0.875	0.404	4.50816299067377e-143	1	GABARAP
4.26285223656154e-146	3.82355703305795	0.441	0.038	5.84607555722049e-142	1	ALDH2
1.66506526102096e-145	3.09364877832443	0.653	0.14	2.28347049896414e-141	1	FCGRT
1.2440950074812e-142	2.80742993697074	0.555	0.079	1.70615189325971e-138	1	IFI30
1.34748769573015e-142	1.35707441936779	0.99	0.815	1.84794462592433e-138	1	CYBA
8.98120071391941e-140	4.09853452649509	0.426	0.038	1.23168186590691e-135	1	FPR1
7.07037457772656e-139	7.28084188073784	0.299	0.004	9.6963116958942e-135	1	FOLR3
6.83261973681971e-138	2.08558777225033	0.809	0.274	9.37025470707456e-134	1	PYCARD
1.16346799991082e-137	2.30712259370332	0.782	0.255	1.5955800150777e-133	1	TKT
1.7212917218877e-135	2.54042968037233	0.632	0.121	2.36057946739679e-131	1	SPI1
1.67340011301697e-130	2.0847869103892	0.852	0.348	2.29490091499147e-126	1	RAC1
3.08553674221334e-128	2.14220403542845	0.848	0.395	4.23150508827138e-124	1	TSPO
1.48054812146996e-125	3.36644815969521	0.47	0.063	2.03042369378391e-121	1	SLC7A7
6.65417118944552e-125	4.98273687068265	0.312	0.013	9.12553036920558e-121	1	RBP7
8.26900734217464e-125	2.70209524242521	0.588	0.12	1.13401166690583e-120	1	BRI3
1.2652974545591e-121	3.45363940677574	0.507	0.085	1.73522892918234e-117	1	TNFSF13B
3.38074411674564e-121	6.73772996912494	0.277	0.006	4.63635248170497e-117	1	S100A12
1.68199809214967e-119	3.79946649651692	0.403	0.043	2.30669218357406e-115	1	IGSF6
1.27259272928079e-118	2.21340687462864	0.624	0.137	1.74523366893568e-114	1	IFITM3
5.88003957903417e-115	3.00834571607411	0.526	0.103	8.06388627868745e-111	1	RNF130
1.11624758991252e-113	1.32972913597449	0.969	0.825	1.53082194480602e-109	1	GAPDH
1.66443538158514e-113	1.90709074259518	0.755	0.285	2.28260668230586e-109	1	TALDO1
5.25093806681223e-113	3.86807777953657	0.37	0.036	7.20113646482629e-109	1	VCAN
5.38074148055671e-112	4.50574310919979	0.316	0.02	7.37914886643548e-108	1	BST1
4.17859644286104e-109	3.31355597415424	0.424	0.06	5.73052716173963e-105	1	MNDA
4.33354206103722e-109	4.39129198373733	0.343	0.031	5.94301958250644e-105	1	PLBD1
3.86392440191849e-108	3.35979555718909	0.422	0.059	5.29898592479101e-104	1	APOBEC3A
1.58281331375213e-100	2.69295597902593	0.501	0.105	2.17067017847967e-96	1	CTSH
8.28271499401094e-100	1.90413199942694	0.773	0.321	1.13589153427866e-95	1	IFI6
3.0018029092381e-99	2.78488997344953	0.53	0.127	4.11667250972913e-95	1	CTSB
1.75454335016592e-98	1.48318471539689	0.917	0.578	2.40618075041754e-94	1	NEAT1
